short_name,long_name,overall,nationality_name,shooting,passing,defending
Y. Benalouane,Yohan Benalouane,75,Tunisia,39.0,57.0,74.0
R. van Wolfswinkel,Ricky van Wolfswinkel,75,Netherlands,74.0,64.0,37.0
D. Vera,Diego Daniel Vera Méndez,75,Uruguay,73.0,65.0,31.0
J. Johansson,Jakob Johansson,75,Sweden,63.0,65.0,74.0
A. El Khayati,Abdenasser El Khayati,75,Netherlands,74.0,73.0,38.0
Guilherme,Guilherme Costa Marques,75,Brazil,66.0,69.0,51.0
M. Gulde,Manuel Gulde,75,Germany,40.0,53.0,76.0
J. Rodríguez,José Antonio Rodríguez Romero,75,Mexico,,,
Fran Sol,Francisco Sol Ortiz,75,Spain,77.0,55.0,34.0
J. Haberer,Janik Haberer,75,Germany,64.0,72.0,58.0
A. Solari,Augusto Jorge Mateo Solari,75,Argentina,63.0,72.0,56.0
K. Djidji,Lévy Koffi Djidji,75,Côte d'Ivoire,32.0,55.0,75.0
J. Brenet,Joshua Brenet,75,Netherlands,36.0,61.0,71.0
D. Banguero,Danovis Banguero Lerma,75,Colombia,59.0,64.0,71.0
C. Mathenia,Christian Mathenia,75,Germany,,,
F. Carrizo,Federico Gastón Carrizo,75,Argentina,65.0,72.0,36.0
S. Uçan,Salih Uçan,75,Turkey,72.0,74.0,68.0
C. Njie,Clinton Mua N'Jie,75,Cameroon,71.0,66.0,32.0
F. Mora,Felipe Andrés Mora Aliaga,75,Chile,74.0,55.0,26.0
Kahraba,Mahmoud Abdul Monem Abdelhamid Soliman,75,Egypt,73.0,65.0,30.0
L. Rizzo,Luca Rizzo,75,Italy,61.0,74.0,62.0
T. Hlatshwayo,Thulani Hlatshwayo,75,South Africa,29.0,48.0,76.0
S. Scuffet,Simone Scuffet,75,Italy,,,
L. Villarruel,Lucas Ariel Villarruel,75,Argentina,63.0,69.0,72.0
J. Barrera,Jarlan Junior Barrera Escalona,75,Colombia,68.0,74.0,42.0
J. Obi,Joel Chukwuma Obi,75,Nigeria,68.0,71.0,72.0
G. Donati,Giulio Donati,75,Italy,49.0,63.0,76.0
R. Mak,Róbert Mak,75,Slovakia,71.0,68.0,36.0
S. Igboun,Sylvester Emeka Igboun,75,Nigeria,71.0,65.0,34.0
Nélson Oliveira,Nélson Miguel Castro Oliveira,75,Portugal,76.0,62.0,39.0
P. Tachtsidis,Panagiotis Tachtsidis,75,Greece,59.0,74.0,69.0
Dani Castellano,Daniel Castellano Betancor,75,Spain,51.0,69.0,71.0
K. Naughton,Kyle Naughton,75,England,52.0,65.0,74.0
M. Pérez García,Matías Augusto Pérez García,75,Argentina,64.0,74.0,25.0
N. Isimat-Mirin,Nicolas Isimat-Mirin,75,France,31.0,53.0,75.0
Luna,Antonio Manuel Luna Rodríguez,75,Spain,61.0,66.0,71.0
Botía,Alberto Tomás Botía Rabasco,75,Spain,55.0,53.0,74.0
Miguel Torres,Miguel Torres Gómez,75,Spain,37.0,65.0,76.0
A. Aguilar,Abel Enrique Aguilar Tapia,75,Colombia,62.0,68.0,74.0
A. Cohen,Almog Cohen,75,Israel,64.0,64.0,75.0
T. Leistner,Toni Leistner,75,Germany,38.0,54.0,74.0
Jota,José Ignacio Peleteiro Ramallo,75,Spain,70.0,74.0,24.0
A. Erokhin,Aleksandr Erokhin,75,Russia,73.0,71.0,65.0
I. Strinić,Ivan Strinić,75,Croatia,56.0,68.0,73.0
Renato Neto,Renato Neto Cardoso Porto,75,Brazil,66.0,73.0,70.0
Mattheus Oliveira,Mattheus Andrade Gama de Oliveira,75,Brazil,68.0,75.0,56.0
Bruno Moreira,Bruno Daniel Pereira Castro Moreira,75,Portugal,74.0,54.0,32.0
Paulinho,Paulo Sérgio Mota,75,Portugal,49.0,65.0,70.0
R. Kishna,Ricardo Dennie Kishna,75,Netherlands,66.0,68.0,29.0
A. Ciciretti,Amato Ciciretti,75,Italy,67.0,73.0,29.0
Walace,Walace Souza Silva,75,Brazil,67.0,68.0,70.0
E. Cabaco,Erick Cathriel Cabaco Almada,75,Uruguay,38.0,49.0,75.0
P. Retsos,Panagiotis Retsos,75,Greece,35.0,59.0,75.0
Tchê Tchê,Danilo das Neves Pinheiro,75,Brazil,67.0,73.0,69.0
M. Zajc,Miha Zajc,75,Slovenia,70.0,74.0,52.0
G. Shoji,昌子 源,75,Japan,41.0,52.0,75.0
K. Fofana,Konan Gilles Fofana,75,Côte d'Ivoire,75.0,68.0,38.0
K. Traoré,Kouamé Konan Traoré,75,Côte d'Ivoire,63.0,72.0,34.0
Francis,Francisco Javier Guerrero Martín,75,Spain,61.0,71.0,66.0
Carlitos,Carlos Daniel López Huesca,75,Spain,73.0,68.0,26.0
Bernardo,Bernardo Fernandes da Silva Junior,75,Brazil,49.0,61.0,75.0
M. Jensen,Mathias Jensen,75,Denmark,67.0,73.0,64.0
Borja Valle,Borja Valle Balonga,75,Spain,76.0,68.0,46.0
S. Ghoddos,Saman Ghoddos,75,Iran,73.0,68.0,44.0
L. Dimata,Landry Nany Dimata,75,Belgium,73.0,58.0,35.0
K. Amian,Kelvin Amian Adou,75,France,41.0,64.0,75.0
José Mirazar,José Emerson Mirazar Coelho,75,Brazil,65.0,76.0,35.0
T. Šunjić,Toni Šunjić,75,Bosnia and Herzegovina,34.0,51.0,75.0
Diego,Diego Rigonato Rodrigues,75,Brazil,73.0,76.0,47.0
G. Bussmann,Gaëtan Bussmann,75,France,59.0,60.0,77.0
K. Waston,Kendall Jamaal Waston Manley,75,Costa Rica,30.0,44.0,72.0
Rafael Vaz,Rafael Vaz dos Santos,75,Brazil,58.0,59.0,74.0
A. del Valle,Ayron Del Valle Rodríguez,75,Colombia,76.0,62.0,25.0
Wellington Nem,Wellington Silva Sanches Aguiar,75,Brazil,67.0,70.0,37.0
Gerso,Gerso Fernandes,75,Guinea Bissau,68.0,64.0,37.0
C. Larin,Cyle Christopher Larin,75,Canada,75.0,46.0,26.0
Felipe Vizeu,Felipe dos Reis Pereira Vizeu do Carmo,75,Brazil,73.0,55.0,30.0
Miguel Silva,João Miguel Macedo da Silva,75,Portugal,,,
A. Martynovich,Alyaksandr Martynovich,75,Belarus,50.0,62.0,77.0
Álvaro,Álvaro Vázquez García,75,Spain,76.0,63.0,32.0
R. Bajić,Rijad Bajić,75,Bosnia and Herzegovina,74.0,59.0,25.0
L. Fernández,Leandro Miguel Fernández,75,Argentina,76.0,65.0,29.0
E. Bicfalvi,Eric Cosmin Bicfalvi,75,Romania,74.0,70.0,55.0
G. Til,Guus Berend Til,75,Netherlands,71.0,70.0,58.0
A. Kouame,Alassane Siaka Kouame,75,Côte d'Ivoire,58.0,67.0,73.0
Yuri Ribeiro,Yuri Oliveira Ribeiro,75,Portugal,51.0,70.0,71.0
Dani Raba,Daniel Raba Antolín,75,Spain,66.0,72.0,38.0
E. Kalinski,Enzo Maximiliano Kalinski,75,Argentina,51.0,72.0,70.0
S. Lung,Silviu Lung,75,Romania,,,
M. Rangel,Michael Jhon Ander Rangel Valencia,75,Colombia,80.0,58.0,40.0
M. Quiroga,Mauro Daniel Quiroga,75,Argentina,73.0,50.0,29.0
M. Klich,Mateusz Andrzej Klich,75,Poland,71.0,74.0,59.0
Pelegrín,Sergio Pelegrín López,75,Spain,32.0,52.0,76.0
P. Trochowski,Piotr Trochowski,75,Germany,76.0,78.0,50.0
Toño,Antonio Rodríguez Martínez,75,Spain,,,
J. Shackell,Jason Shackell,75,England,39.0,54.0,76.0
C. Campestrini,Cristian Daniel Campestrini,75,Argentina,,,
Y. Gouffran,Yoan Gouffran,75,France,74.0,71.0,50.0
P. Da Silva,Paulo César Da Silva Barrios,75,Paraguay,46.0,60.0,76.0
P. Kieszek,Paweł Kieszek,75,Poland,,,
C. Molinaro,Cristian Molinaro,75,Italy,50.0,68.0,73.0
J. Martínez,Juan Manuel Martínez,75,Argentina,72.0,67.0,37.0
G. Silva,Gastón Alexis Silva Perdomo,75,Uruguay,55.0,68.0,74.0
D. Ndong,Didier Ibrahim Ndong,75,Gabon,61.0,71.0,72.0
Aleñà,Carles Aleñà Castillo,75,Spain,64.0,74.0,54.0
C. Álvarez,Cristian Darío Álvarez,75,Argentina,,,
B. Kuwas,Brandley Mack-Olien Kuwas,75,Curacao,72.0,68.0,26.0
A. Diakhaby,Adama Salimou Diakhaby,75,France,71.0,65.0,24.0
J. Kana-Biyik,Jean-Armel Kana-Biyik,75,Cameroon,31.0,49.0,74.0
Zeca,José Carlos Gonçalves Rodrigues,75,Portugal,64.0,74.0,67.0
T. Matlaba,Thabo Matlaba,75,South Africa,74.0,69.0,74.0
Adeilson Gesser,Adeilson Daniel Gesser Esser,75,Brazil,64.0,69.0,47.0
R. Mason,Ryan Mason,75,England,68.0,76.0,69.0
K. Hansen,Kian Hansen,75,Denmark,43.0,66.0,75.0
A. Bedoya,Alejandro Bedoya,75,United States,72.0,73.0,58.0
Digão,Rodrigo Júnior Paula Silva,75,Brazil,31.0,49.0,76.0
R. Krhin,Rene Krhin,75,Slovenia,55.0,70.0,71.0
Ekiza,Borja Ekiza Imaz,75,Spain,39.0,55.0,76.0
N. Kebano,Neeskens Kebano,75,Congo DR,73.0,71.0,31.0
Irureta,Xabier Iruretagoiena Aranzamendi,75,Spain,,,
G. Canales,Gustavo Javier Canales Bustos,75,Chile,79.0,68.0,29.0
A. Hoffmann,André Hoffmann,75,Germany,38.0,58.0,77.0
Jonathan Pereira,Jonathan Pereira Rodríguez,75,Spain,75.0,57.0,24.0
Elustondo,Gorka Elustondo Urkola,75,Spain,64.0,74.0,73.0
J. Herrera,Jhonny Cristián Herrera Muñoz,75,Chile,,,
D. Kolář,Daniel Kolář,75,Czech Republic,72.0,75.0,52.0
Alecsandro,Alecsandro Barbosa Felisbino,75,Brazil,75.0,66.0,46.0
S. Athanasiadis,Stefanos Athanasiadis,75,Greece,75.0,66.0,44.0
E. Echiéjilé,Elderson Uwa Echiejile,75,Nigeria,60.0,63.0,76.0
V. Forren,Vegard Valgermo Forren,75,Norway,54.0,60.0,75.0
C. M'Bengue,Cheikh M'Bengue,75,Senegal,42.0,68.0,75.0
M. Rybus,Maciej Rybus,75,Poland,73.0,73.0,46.0
Simao Mate,Simão Mate Junior,75,Mozambique,46.0,58.0,78.0
F. Tissone,Fernando Damián Tissone Rodrigues,75,Argentina,67.0,72.0,69.0
R. Danzé,Romain Danzé,75,France,59.0,72.0,77.0
F. Forestieri,Fernando Martín Forestieri,75,Italy,70.0,68.0,38.0
B. Sako,Bakary Sako,75,Mali,76.0,74.0,41.0
Breno,Breno Vinícius Rodrigues Borges,75,Brazil,39.0,62.0,75.0
Rincón,Carlos Eduardo de Castro Lourenço,75,Brazil,35.0,50.0,78.0
J. Rodríguez,Juan Gabriel Rodríguez,75,Argentina,39.0,59.0,75.0
E. Kılınç,Emre Kılınç,75,Turkey,69.0,72.0,41.0
Alex,Alex Raphael Meschini,75,Brazil,75.0,78.0,50.0
Maicon,Maicon Thiago Pereira de Souza,75,Brazil,73.0,76.0,52.0
S. Anđelković,Siniša Anđelković,75,Slovenia,41.0,45.0,76.0
Ryder,Ryder Matos Santos,75,Brazil,70.0,63.0,30.0
G. Torje,Gabriel Andrei Torje,75,Romania,70.0,67.0,37.0
W. Katsande,Willard Katsande,75,Zimbabwe,61.0,65.0,76.0
M. van der Hoorn,Mike van der Hoorn,75,Netherlands,45.0,47.0,75.0
M. Barrow,Modou Barrow,75,Gambia,67.0,65.0,38.0
M. Pucciarelli,Manuel Pucciarelli,75,Italy,72.0,65.0,30.0
Ilori,Tiago Abiola Delfim Almeida Ilori,75,Portugal,38.0,49.0,78.0
B. Dejaegere,Brecht Dejaegere,75,Belgium,64.0,71.0,65.0
Ivo Pinto,Ivo Daniel Ferreira Mendonça Pinto,75,Portugal,47.0,64.0,73.0
F. Diagne,Fallou Diagne,75,Senegal,42.0,60.0,75.0
W. Mesloub,Walid Mesloub,75,Algeria,68.0,76.0,59.0
L. Caldirola,Luca Caldirola,75,Italy,41.0,64.0,74.0
W. Lautoa,Wesley Lautoa,75,New Caledonia,36.0,51.0,75.0
B. Dabo,Bryan Dabo,75,France,71.0,72.0,74.0
A. Najar,Andy Aryel Najar Rodríguez,75,Honduras,66.0,70.0,69.0
C. Gamboa,Cristian Esteban Gamboa Luna,75,Costa Rica,54.0,66.0,70.0
Gerso,Gerson Fernandes,75,Guinea Bissau,67.0,63.0,21.0
André Geraldes,André Geraldes de Barros,75,Portugal,41.0,66.0,74.0
A. Esiti,Anderson Esiti,75,Nigeria,48.0,59.0,74.0
T. Aoyama,青山 敏弘,75,Japan,63.0,73.0,67.0
E. Belkalem,Essaïd Belkalem,75,Algeria,35.0,46.0,76.0
Bruno Henrique,Bruno Henrique Corsini,75,Brazil,65.0,70.0,73.0
T. Touré,Thomas Touré,75,Côte d'Ivoire,69.0,72.0,44.0
V. Kovalenko,Viktor Kovalenko,75,Ukraine,72.0,73.0,60.0
H. Preciado,Harold Fabián Preciado Villarreal,75,Colombia,76.0,57.0,30.0
A. Masina,Adam Masina,75,Italy,38.0,66.0,71.0
M. Corujo,Mathías Corujo Díaz,75,Uruguay,61.0,67.0,73.0
Afonso Figueiredo,Afonso Mendes Ribeiro de Figueiredo,75,Portugal,43.0,62.0,74.0
M. Cornet,Gnaly Maxwel Cornet,75,France,73.0,64.0,22.0
Tiago Rodrigues,Tiago Filipe Sousa Nóbrega Rodrigues,75,Portugal,71.0,78.0,55.0
A. Masuaku,Arthur Masuaku,75,France,70.0,70.0,71.0
L. Baker,Lewis Baker,75,England,74.0,78.0,56.0
Naranjo,José Manuel García Naranjo,75,Spain,75.0,66.0,24.0
José Rodríguez,José Rodríguez Martínez,75,Spain,65.0,75.0,63.0
L. Jara,Leonardo Rafael Jara,75,Argentina,54.0,69.0,69.0
C. Carbonero,Carlos Mario Carbonero Mancilla,75,Colombia,72.0,75.0,39.0
A. Baumjohann,Alexander Baumjohann,75,Germany,66.0,73.0,24.0
C. Săpunaru,Ionuț Cristian Săpunaru,75,Romania,67.0,70.0,74.0
J. Insaurralde,Juan Manuel Insaurralde,75,Argentina,39.0,59.0,75.0
A. Papadopoulos,Avraam Papadopoulos,75,Greece,53.0,59.0,74.0
S. Larsson,Sebastian Bengt Ulf Larsson,75,Sweden,76.0,80.0,62.0
G. Stendardo,Guglielmo Stendardo,75,Italy,35.0,37.0,79.0
N. Bendtner,Nicklas Bendtner,75,Denmark,73.0,62.0,36.0
L. Bridcutt,Liam Robert Bridcutt,75,Scotland,46.0,68.0,72.0
B. Dramé,Boukary Dramé,75,Senegal,56.0,64.0,73.0
M. Amalfitano,Morgan Amalfitano,75,France,70.0,77.0,59.0
K. Nababkin,Kirill Nababkin,75,Russia,57.0,65.0,74.0
J. Kankava,Jaba Kankava,75,Georgia,38.0,63.0,75.0
A. Gaţcan,Alexandru Gaţcan,75,Moldova,47.0,69.0,74.0
I. Maksimov,Ilya Maksimov,75,Russia,69.0,72.0,53.0
Kwak Tae Hwi,곽태휘 郭泰辉,75,Korea Republic,54.0,54.0,74.0
N. Maurice-Belay,Nicolas Maurice-Belay,75,France,68.0,73.0,49.0
J. Ledley,Joe Ledley,75,Wales,66.0,73.0,71.0
E. Maresca,Enzo Maresca,75,Italy,59.0,78.0,63.0
M. Rensing,Michael Rensing,75,Germany,,,
F. Lodi,Francesco Lodi,75,Italy,65.0,84.0,65.0
C. Fritz,Clemens Fritz,75,Germany,63.0,74.0,75.0
S. Squillaci,Sébastien Squillaci,75,France,34.0,52.0,77.0
L. Mathis,Lionel Mathis,75,France,51.0,70.0,71.0
Juan Rodriguez,Juan Antonio Rodríguez Villamuela,75,Spain,65.0,73.0,69.0
V. Kaleshin,Vitaliy Kaleshin,75,Russia,52.0,72.0,72.0
Miguel Flaño,Miguel Flaño Bezunartea,75,Spain,41.0,52.0,74.0
A. Palacios,Miguel Alejandro Palacios Redorta,75,Mexico,,,
C. Medjani,Carl Medjani,75,Algeria,54.0,56.0,73.0
J. Walters,Jonathan Walters,75,Republic of Ireland,73.0,69.0,59.0
D. Croce,Daniele Croce,75,Italy,59.0,74.0,66.0
Z. Gera,Zoltán Gera,75,Hungary,73.0,77.0,61.0
David Rodríguez,David Rodríguez Sánchez,75,Spain,77.0,57.0,34.0
D. Kombarov,Dmitriy Kombarov,75,Russia,70.0,77.0,69.0
J. Pied,Jérémy Pied,75,France,72.0,75.0,72.0
J. Howson,Jonathan Howson,75,England,71.0,71.0,57.0
A. Ionov,Aleksey Ionov,75,Russia,70.0,72.0,35.0
J. Schieber,Julian Schieber,75,Germany,75.0,59.0,28.0
D. Čop,Duje Čop,75,Croatia,77.0,65.0,33.0
E. Room,Eloy Victor Room,75,Curacao,,,
R. Ovelar,Roberto Andrés Ovelar Maldonado,75,Paraguay,71.0,65.0,32.0
B. Bjarnason,Birkir Bjarnason,75,Iceland,71.0,69.0,56.0
M. Langerak,Mitchell James Langerak,75,Australia,,,
N. Taylor,Neil Taylor,75,Wales,40.0,68.0,76.0
G. Peñalba,Gabriel Martín Peñalba,75,Argentina,68.0,73.0,68.0
Ä. Ben-Hatira,Änis Ben-Hatira,75,Tunisia,71.0,70.0,24.0
I. Iličević,Ivo Iličević,75,Croatia,71.0,74.0,31.0
J. Palmieri,Julian Palmieri,75,France,62.0,73.0,71.0
R. Sigurðsson,Ragnar Sigurðsson,75,Iceland,40.0,56.0,75.0
M. Heller,Marcel Heller,75,Germany,69.0,63.0,28.0
V. Mannone,Vito Mannone,75,Italy,,,
J. García,Javier Hernán García,75,Argentina,,,
G. Vives,Giuseppe Vives,75,Italy,58.0,73.0,69.0
F. Peluso,Federico Peluso,75,Italy,50.0,59.0,80.0
A. Jędrzejczyk,Artur Jędrzejczyk,75,Poland,51.0,61.0,74.0
K. Monnet-Paquet,Kévin Monnet-Paquet,75,France,70.0,71.0,45.0
S. Gashi,Shkëlzen Taib Gashi,75,Albania,75.0,73.0,55.0
L. Steele,Luke Steele,75,England,,,
S. Given,Shay Given,75,Republic of Ireland,,,
K. Prince,Kiyan Prince,75,England,75.0,56.0,41.0
M. Mohamed,Mostafa Mohamed Ahmed Abdallah,75,Egypt,76.0,57.0,38.0
M. Aarons,Maximillian James Aarons,75,England,42.0,64.0,70.0
A. Sobolev,Aleksandr Sobolev,75,Russia,75.0,58.0,42.0
A. Elmohamady,Ahmed Eissa El Mohamady Abdel Fattah,75,Egypt,68.0,73.0,69.0
S. Vegas,Sebastián Ignacio Vegas Orellana,75,Chile,55.0,63.0,74.0
R. Ripart,Renaud Ripart,75,France,75.0,68.0,64.0
Park Joo Ho,박주호 朴柱昊,75,Korea Republic,46.0,71.0,74.0
Pedro Rebocho,Pedro Miguel Braga Rebocho,75,Portugal,58.0,69.0,71.0
J. Sambia,Salomon Junior Sambia,75,France,69.0,72.0,71.0
Rubén,Rubén Iván Martínez Andrade,75,Spain,,,
Erick Gameira,Erick Ronaldo Gameira Carvalho,75,Brazil,75.0,58.0,33.0
Edvaldisco,Edvaldo Flávio Rebelo de Freit,75,Brazil,58.0,74.0,71.0
Kauã Abranches,Kauã Ricardo Abranches Simões,75,Brazil,64.0,67.0,57.0
Adrianiscito,Adriano Leandro Soares Taffarel,75,Brazil,,,
Claudiano Sobrino,Claudiano G. Sobrino Guevara,75,Brazil,57.0,76.0,72.0
Robson Denho,Robson Tony Denho Serra,75,Brazil,60.0,73.0,72.0
Victor Fachinhas,Martin Victor Álvares Fachini,75,Brazil,,,
Carlos Travisso,Carlos Adilson Travisso Rocha,75,Brazil,,,
Traeira Lopes,Filipe Vicente Traeira Lopes,75,Brazil,,,
Hugo Goiteira,Hugo Goiteira Regalo,75,Brazil,49.0,57.0,76.0
Waldo,Waldo Rubio Martín,75,Spain,74.0,65.0,35.0
C. Adams,Che Adams,75,England,77.0,62.0,39.0
G. Kerk,Gyrano Kerk,75,Netherlands,71.0,65.0,34.0
José Arnáiz,José Manuel Arnáiz Díaz,75,Spain,75.0,67.0,31.0
O. Martínez,Osvaldo David Martínez Arce,75,Paraguay,71.0,73.0,58.0
M. Pavlović,Mateo Pavlović,75,Croatia,63.0,50.0,73.0
A. Touré,Almamy Touré,75,France,57.0,68.0,72.0
O. Idrissi,Oussama Idrissi,75,Netherlands,73.0,69.0,30.0
V. Vada,Valentín Vada,75,Argentina,66.0,76.0,63.0
A. Chávez,Andrés Eliseo Chávez,75,Argentina,75.0,67.0,37.0
C. Rius,Ciro Pablo Rius Aragallo,75,Argentina,62.0,72.0,41.0
N. Pérez,Patricio Nehuen Pérez,75,Argentina,25.0,46.0,78.0
A. Epureanu,Alexandru Epureanu,75,Moldova,53.0,55.0,77.0
G. Svensson,Gustav Svensson,75,Sweden,45.0,64.0,72.0
B. Wood,Bobby Shou Wood,75,United States,74.0,59.0,28.0
U. Spajić,Uroš Spajić,75,Serbia,40.0,51.0,76.0
E. Crivelli,Enzo Crivelli,75,France,74.0,63.0,30.0
M. Heča,Milan Heča,75,Czech Republic,,,
Zeng Cheng,曾诚,75,China PR,,,
Wang Dalei,王大雷,75,China PR,,,
F. Bachirou,Fouad Bachirou,75,Comoros,42.0,65.0,70.0
F. Jara,Franco Daniel Jara,75,Argentina,75.0,67.0,30.0
Kim Jin Su,킴진수 金珍洙,75,Korea Republic,38.0,67.0,73.0
I. Ezekiel,Imoh Ezekiel,75,Nigeria,74.0,62.0,28.0
J. Silva,Jonathan Cristian Silva,75,Argentina,60.0,68.0,71.0
Sergio Tejera,Sergio Tejera Rodríguez,75,Spain,70.0,75.0,65.0
B. Valdez,Bruno Amílcar Valdez Rojas,75,Paraguay,36.0,55.0,76.0
A. Ounas,Adam Mohamed Ounas,75,Algeria,69.0,70.0,44.0
Y. Kubo,久保 裕也,75,Japan,72.0,68.0,42.0
D. Bronn,Dylan Daniel Mahmoud Bronn,75,Tunisia,63.0,67.0,75.0
S. Privat,Sloan Gilles Privat,75,France,72.0,58.0,31.0
J. Schunke,Jonathan Cristian Schunke,75,Argentina,29.0,52.0,75.0
Mauro,Mauro Silva Sousa,75,Brazil,47.0,70.0,73.0
J. Sorbon,Jérémy Sorbon,75,France,31.0,58.0,78.0
S. Arfield,Scott Harry Nathaniel Arfield,75,Canada,70.0,74.0,63.0
D. McCarty,Dax McCarty,75,United States,54.0,68.0,74.0
Vitor Bueno,Vitor Frezarin Bueno,75,Brazil,73.0,72.0,37.0
Jason,David Remeseiro Salgueiro,75,Spain,74.0,72.0,35.0
Cléber,Cleber Janderson Pereira Reis,75,Brazil,42.0,45.0,75.0
R. Lawal,Raheem Adewole Lawal,75,Nigeria,70.0,72.0,67.0
R. Würtz,Rasmus Würtz,75,Denmark,63.0,63.0,75.0
D. Ousted,David Ousted Hansen,75,Denmark,,,
G. Hooper,Gary Hooper,75,England,74.0,63.0,27.0
Ö. Hurmacı,Özer Hurmacı,75,Turkey,69.0,74.0,35.0
Bobô,Deivson Rogério Da Silva,75,Brazil,75.0,65.0,27.0
A. Yusupov,Artur Yusupov,75,Russia,63.0,74.0,71.0
H. Barcos,Hernán Barcos,75,Argentina,74.0,69.0,47.0
C. Adams,Ché Adams,75,England,77.0,62.0,39.0
E. Başsan,Emrah Başsan,75,Turkey,71.0,70.0,23.0
D. Delaney,Damien Delaney,75,Republic of Ireland,42.0,52.0,76.0
G. Marchese,Giovanni Marchese,75,Italy,52.0,62.0,77.0
G. Tremmel,Gerhard Tremmel,75,Germany,,,
L. Viatri,Lucas Ezequiel Viatri,75,Argentina,74.0,61.0,38.0
M. Tekdemir,Mahmut Tekdemir,75,Turkey,59.0,65.0,74.0
D. Vukovic,Daniel Vuković,75,Australia,,,
R. Hennings,Rouwen Hennings,75,Germany,78.0,62.0,40.0
F. Bastians,Felix Bastians,75,Germany,60.0,68.0,76.0
A. Ulmer,Andreas Ulmer,75,Austria,62.0,71.0,73.0
J. Joronen,Jesse Pekka Joronen,75,Finland,,,
D. Royer,Daniel Royer,75,Austria,73.0,68.0,48.0
Iñigo Pérez,Iñigo Pérez Soto,75,Spain,65.0,77.0,71.0
J. Hušbauer,Josef Hušbauer,75,Czech Republic,72.0,77.0,58.0
Quique,Enrique González Casín,75,Spain,75.0,65.0,43.0
Dídac Vilà,Dídac Vilá Rosselló,75,Spain,51.0,68.0,73.0
Osmar,Osmar Ibáñez Barba,75,Spain,60.0,69.0,73.0
A. Ioniță,Artur Ioniță,75,Moldova,68.0,72.0,75.0
S. Şahin,Selçuk Şahin,75,Turkey,62.0,70.0,72.0
M. Velázquez,Maximiliano Nicolás Velázquez,75,Argentina,68.0,77.0,74.0
R. Fanni,Rod Fanni,75,France,54.0,64.0,73.0
A. Mariappa,Adrian Joseph Mariappa,75,Jamaica,34.0,57.0,76.0
F. Haroun,Faris Dominguere Jenny Haroun,75,Belgium,65.0,65.0,75.0
U. Demirok,Uğur Demirok,75,Turkey,43.0,55.0,76.0
Kwoun Sun Tae,권순태 权纯泰,75,Korea Republic,,,
M. Škoda,Milan Škoda,75,Czech Republic,74.0,62.0,46.0
M. Radović,Miroslav Radović,75,Serbia,66.0,70.0,42.0
O. Ustari,Óscar Alfredo Ustari,75,Argentina,,,
K. Mokotjo,Kamohelo Mokotjo,75,South Africa,59.0,71.0,66.0
J. Brabec,Jakub Brabec,75,Czech Republic,51.0,60.0,74.0
A. Blin,Alexis Blin,75,France,54.0,68.0,73.0
M. Cauteruccio,Martín Cauteruccio Rodríguez,75,Uruguay,75.0,63.0,43.0
Alex Alegría,Alexander Alegría Moreno,75,Spain,74.0,51.0,27.0
V. Verre,Valerio Verre,75,Italy,74.0,73.0,65.0
B. Samba,Brice Samba,75,Congo,,,
Fede Vico,Federico Vico Villegas,75,Spain,65.0,74.0,49.0
Diego Lopes,Diego Hipólito da Silva Lopes,75,Brazil,69.0,73.0,50.0
Fábio,Fábio Pereira da Silva,75,Brazil,56.0,69.0,71.0
M. Rojas,Marco Rojas,75,New Zealand,70.0,68.0,21.0
Nosa,Emmanuel Nosakhare Igiebor,75,Nigeria,68.0,68.0,67.0
E. Owusu,Elisha Owusu,75,France,53.0,69.0,71.0
V. Barkas,Vasilis Cornelius Barkas,75,Greece,,,
D. Hovorka,David Hovorka,75,Czech Republic,39.0,63.0,74.0
Z. Vanheusden,Zinho Vanheusden,75,Belgium,45.0,63.0,76.0
M. Burda,Mykyta Burda,75,Ukraine,23.0,43.0,77.0
I. Traoré,Ibrahim Benjanim Traoré,75,Côte d'Ivoire,63.0,71.0,71.0
E. Gnahoré,Vhakka Eddy Stelh Gnahoré,75,France,68.0,71.0,68.0
B. Zuculini,Bruno Zuculini,75,Argentina,58.0,69.0,70.0
J. Kopic,Jan Kopic,75,Czech Republic,71.0,70.0,40.0
L. Ceppitelli,Luca Ceppitelli,75,Italy,33.0,35.0,76.0
B. Dack,Bradley Dack,75,England,72.0,71.0,53.0
K. Möhwald,Kevin Möhwald,75,Germany,70.0,76.0,61.0
S. Schrijvers,Siebe Schrijvers,75,Belgium,76.0,73.0,48.0
N. Etheridge,Neil Leonard Dula Etheridge,75,Philippines,,,
W. Saïd,Wesley Saïd,75,France,74.0,68.0,29.0
M. Wöber,Maximilian Wöber,75,Austria,37.0,62.0,73.0
D. Lamkel Zé,Didier Lamkel Zé,75,Cameroon,69.0,72.0,50.0
L. Bénes,László Bénes,75,Slovakia,69.0,77.0,42.0
K. Laifis,Konstantinos Laifis,75,Cyprus,62.0,71.0,75.0
S. Adamyan,Sargis Adamyan,75,Armenia,73.0,64.0,37.0
E. Ponce,Ezequiel Ponce Martínez,75,Argentina,73.0,58.0,40.0
W. Troost-Ekong,William Troost-Ekong,75,Nigeria,32.0,45.0,76.0
B. Bianchi,Bruno Félix Bianchi Massey,75,Argentina,35.0,55.0,76.0
L. Menossi,Lucas Ariel Menossi,75,Argentina,63.0,72.0,69.0
